Variable:,pr
,Russia,"Adygeya Rep.","Aginskiy Buryatskiy A. Okrug","Altay Rep.","Altayskiy Kray","Amurskaya Oblast","Arkhangelskaya Oblast","Astrakhanskaya Oblast","Bashkortostan Rep.","Belgorodskaya Oblast","Bryanskaya Oblast","Buryatiya Rep.","Chechnya Rep.","Chelyabinskaya Oblast","Chitinskaya Oblast","Chukotskiy Okrug","Chuvashiya Rep.","Dagestan Rep.","Evenkiyskiy Okrug","Ingushetiya Rep.","Irkutskaya Oblast","Ivanovskaya Oblast","Kabardino-balkariya Rep.","Kaliningradskaya Oblast","Kalmykiya Rep.","Kaluzhskaya Oblast","Kamchatskaya Oblast","Karatchayevo-cherkesiya Rep.","Karelya Rep.","Kemerovskaya Oblast","Khabarovskiy Kray","Khakasiya Rep.","Khanty-mansyiskiy Okrug","Kirovskaya Oblast","Komi Rep.","Komi-permyatskiy Okrug","Koryakskiy Okrug","Kostromskaya Oblast","Krasnodarskiy Kray","Krasnoyarskiy Kray","Kurganskaya Oblast","Kurskaya Oblast","Administrative unit not available","Leningradskaya Oblast","Lipetskaya Oblast","Magadanskaya Oblast","Mariy-el Rep.","Mordoviya Rep.","Moskovskaya Oblast",Moskva,"Murmanskaya Oblast","Name Unknown","Nenetskiy Okrug","Nizhegorodskaya Oblast","Novgorodskaya Oblast","Novosibirskaya Oblast","Omskaya Oblast","Orenburgskaya Oblast","Orlovskaya Oblast","Penzenskaya Oblast","Permskaya Oblast","Primorskiy Kray","Pskovskaya Oblast","Rostovskaya Oblast","Ryazanskaya Oblast","Sakha Rep.","Sakhalinskaya Oblast","Samarskaya Oblast",Sankt-peterburg,"Saratovskaya Oblast","Severnaya Osetiya-alaniya Rep.","Smolenskaya Oblast","Stavropolskiy Kray","Sverdlovskaya Oblast","Tambovskaya Oblast","Tatarstan Rep.","Taymyrskiy Okrug","Tomskaya Oblast","Tulskaya Oblast","Tverskaya Oblast","Tyumenskaya Oblast","Tyva Rep.","Udmurtiya Rep.","Ulyanovskaya Oblast","Ustordynskiy Buryatskiy Okrug","Vladimirskaya Oblast","Volgogradskaya Oblast","Vologodskaya Oblast","Voronezhskaya Oblast","Yamalo-nenetskiy Okrug","Yaroslavskaya Oblast","Yevreyskaya A. Oblast"
1955,473.37,932.14,403.77,376.65,353.58,651.70,639.93,237.26,445.71,569.97,560.39,468.81,674.08,422.59,429.92,290.73,593.65,682.04,482.46,862.87,481.51,622.49,902.00,618.68,306.89,596.84,973.27,1047.65,547.67,459.27,690.97,562.44,548.68,621.71,599.31,599.12,427.01,687.57,776.68,570.90,376.99,601.80,356.54,634.75,573.22,392.48,601.26,604.74,612.97,637.90,532.94,476.90,436.38,642.67,665.78,359.10,377.76,306.65,621.19,600.53,595.52,850.26,589.34,510.20,556.32,295.19,822.77,484.78,604.51,458.40,979.88,609.98,491.41,519.72,534.20,546.09,333.72,487.83,617.51,637.80,452.71,604.69,543.07,583.54,503.03,601.74,442.62,681.94,554.73,485.90,623.82,753.21
1956,485.31,959.95,444.10,508.04,478.94,733.22,609.52,271.91,612.86,539.37,644.75,463.29,699.78,514.04,462.38,329.76,593.97,629.62,458.92,936.66,450.12,684.51,1012.95,768.23,324.39,641.90,825.45,1129.07,520.62,600.48,733.04,647.60,584.50,658.59,619.97,661.89,429.79,724.80,785.54,539.44,407.49,605.47,351.05,662.21,527.14,326.54,616.70,604.11,639.35,663.91,402.66,456.74,434.41,643.96,669.62,457.67,477.40,502.74,626.93,641.11,696.43,895.78,646.69,496.55,524.64,294.19,862.19,592.73,645.90,536.26,1069.52,646.17,502.42,574.97,527.56,603.55,311.47,558.55,601.50,655.68,511.39,582.41,614.53,613.53,431.27,638.62,444.52,692.57,507.25,466.96,689.95,749.07
1957,481.31,710.78,449.07,552.37,544.39,581.88,773.66,218.12,434.76,431.73,609.84,506.04,503.20,392.87,440.04,339.57,505.04,468.25,482.60,703.42,430.89,587.85,792.01,803.59,260.00,630.94,753.13,883.34,701.10,598.25,646.10,726.76,567.29,625.08,699.10,631.54,404.83,680.78,591.01,584.21,374.39,508.12,265.93,827.58,491.72,332.30,554.87,525.22,616.92,648.41,579.94,341.01,500.28,585.22,818.95,510.95,485.86,316.44,564.35,497.22,608.02,823.63,751.82,381.22,504.21,312.10,799.98,389.12,803.20,348.34,828.90,704.92,392.17,492.09,451.08,473.19,316.49,564.92,574.16,728.85,470.62,655.65,540.72,455.49,459.68,558.70,297.68,731.69,389.38,499.99,624.13,733.78
1958,476.14,1011.25,437.29,548.90,514.91,658.75,599.55,284.71,490.61,646.59,696.79,374.27,746.84,423.49,458.06,313.78,604.14,662.55,536.07,994.65,402.05,638.40,1004.37,755.88,338.66,691.23,804.71,1189.94,550.60,523.53,621.91,578.85,536.57,622.12,554.25,643.31,417.44,674.62,809.00,573.70,337.47,679.14,366.77,692.07,615.42,309.30,595.92,648.54,670.71,707.90,466.96,477.30,405.70,649.14,708.93,417.41,375.08,442.30,692.86,646.63,591.00,742.60,634.26,575.74,612.02,331.02,754.68,552.87,642.86,515.49,1107.06,714.91,523.75,441.47,572.05,550.07,347.42,522.17,665.87,680.64,404.25,605.55,545.12,605.62,339.76,635.34,478.36,690.43,611.54,478.85,638.01,670.89
1959,477.51,793.26,486.08,507.95,479.65,716.04,535.74,186.71,524.59,469.19,446.64,554.02,730.02,509.68,498.74,316.88,451.73,646.41,491.16,966.09,478.24,551.84,984.94,577.69,217.85,484.41,737.52,1012.52,464.11,552.85,752.86,674.63,531.59,541.56,532.23,572.24,445.69,596.22,638.03,603.69,408.81,495.31,359.62,620.59,444.42,363.94,481.40,444.49,541.16,569.38,477.68,326.67,414.26,504.48,590.38,467.26,458.59,405.77,498.33,439.25,581.79,1039.89,520.87,361.20,456.73,331.09,856.34,443.92,611.16,352.11,1106.26,446.59,421.75,508.05,403.38,463.51,325.96,581.28,510.14,519.84,467.74,641.65,502.28,450.63,548.12,537.28,289.98,595.69,422.99,422.04,575.03,870.68
1960,474.97,974.89,390.26,543.11,548.68,576.51,568.55,270.85,509.19,673.84,650.66,501.82,697.96,506.32,418.73,333.57,513.02,620.64,511.13,920.91,507.37,553.49,1004.14,824.70,341.48,693.72,810.71,1173.42,520.50,593.43,678.74,653.69,491.77,500.56,494.34,469.26,439.34,589.16,777.88,624.40,422.59,730.69,335.16,645.38,594.79,350.24,502.34,519.89,649.33,692.81,372.65,478.43,362.00,534.31,652.04,505.09,533.09,417.85,727.10,525.54,487.29,901.73,679.65,474.97,526.91,307.25,821.82,499.24,649.51,434.09,1042.18,687.25,564.69,458.71,498.27,498.23,347.98,599.18,692.83,648.08,488.11,613.07,453.89,532.86,509.92,553.05,384.36,616.38,573.43,404.22,585.24,824.23
1961,495.04,982.90,409.86,555.69,505.41,684.81,700.00,301.60,577.56,468.37,531.99,476.42,650.24,511.39,445.58,308.63,530.80,529.71,488.69,895.75,463.45,540.12,979.74,689.63,365.87,575.94,887.28,1115.05,682.32,559.83,813.21,681.40,521.15,588.23,573.54,586.57,462.30,609.69,800.46,570.42,421.64,505.24,331.43,742.33,498.56,360.44,560.86,530.15,584.42,613.53,540.14,529.80,401.92,532.60,700.92,427.35,424.84,433.96,538.91,540.47,620.14,753.00,630.37,517.45,486.53,346.68,850.99,558.90,705.44,468.57,1034.11,603.56,569.38,529.12,496.67,600.95,332.79,541.18,552.90,644.50,480.91,686.58,588.43,565.31,445.72,522.02,427.15,711.23,481.02,440.97,601.08,665.14
1962,480.89,804.37,512.64,380.58,371.69,551.52,660.40,173.70,506.07,478.18,664.28,479.86,523.89,422.08,479.20,349.17,651.76,475.67,498.40,746.86,448.41,703.90,840.82,691.48,208.62,734.27,939.38,990.03,708.13,464.82,605.19,568.17,547.81,688.90,648.67,695.01,509.92,693.53,627.04,587.39,381.12,533.52,265.27,795.06,583.77,422.31,674.89,669.95,730.25,763.11,546.23,325.53,471.95,708.05,762.89,372.05,411.38,399.46,638.39,617.25,674.36,918.92,757.66,394.60,658.38,295.84,791.67,534.89,800.21,454.76,895.31,765.11,403.15,535.59,566.62,594.67,321.22,495.06,704.75,702.16,467.56,572.86,637.35,596.77,507.33,711.67,381.08,677.65,507.75,475.28,654.57,721.52
1963,468.47,907.10,372.72,425.59,452.32,627.55,593.82,315.06,556.97,515.81,448.48,455.28,886.22,493.27,421.38,314.89,555.88,810.35,533.45,1164.04,438.65,514.03,1117.04,689.92,349.13,481.59,750.75,1128.76,547.91,544.61,618.58,615.99,491.92,568.77,566.69,567.50,474.41,569.14,733.29,570.13,393.13,493.69,406.28,580.12,461.69,396.16,545.00,579.88,497.48,521.74,564.94,434.78,484.48,550.01,516.12,413.20,400.80,475.75,477.09,603.56,570.71,823.05,493.11,496.04,486.83,319.22,763.73,603.76,540.52,542.84,1301.47,498.07,498.87,474.08,495.15,563.14,338.52,496.47,484.70,485.68,425.82,577.24,547.48,599.94,488.11,502.01,456.89,581.89,528.07,441.74,503.87,743.08
1964,449.43,856.71,393.87,416.87,445.78,549.22,597.68,255.81,591.52,517.85,552.30,471.55,664.69,538.58,402.22,304.51,476.88,559.86,433.00,926.87,402.36,485.32,926.22,554.83,306.82,533.83,728.65,1010.05,498.34,490.84,641.69,543.61,484.49,592.95,574.30,616.96,404.84,554.28,679.39,498.99,457.50,569.76,288.96,544.94,576.81,316.91,501.16,555.21,518.94,544.44,517.99,385.31,408.34,496.73,545.15,457.31,470.48,493.28,587.66,617.73,613.11,763.48,482.80,426.44,539.96,296.62,771.25,574.12,502.92,509.30,1028.64,517.51,467.84,514.53,579.95,544.92,369.88,483.76,576.19,515.93,467.54,575.61,570.89,555.39,464.14,480.24,411.41,594.43,522.22,443.19,527.23,686.52
1965,466.23,885.67,284.83,453.33,440.98,535.50,611.77,271.67,457.24,597.55,550.00,450.16,608.43,375.50,337.71,357.71,532.33,538.57,495.94,853.19,452.24,651.08,820.04,689.26,311.22,615.42,842.56,943.12,582.47,506.26,605.74,614.08,585.77,689.15,626.49,684.61,533.67,698.61,721.90,593.23,319.14,650.28,306.54,606.40,563.36,338.22,601.31,552.49,661.26,704.43,584.62,439.24,441.04,630.61,584.01,384.03,372.69,367.73,624.96,527.14,640.34,741.43,545.38,454.71,577.62,294.77,810.27,471.29,608.38,396.26,924.84,573.10,474.19,503.92,515.23,536.31,320.76,534.65,632.99,606.58,434.58,555.44,606.98,492.35,483.97,634.68,364.23,641.90,503.50,489.41,618.76,674.57
1966,513.38,971.80,371.91,545.70,497.98,598.02,660.35,251.51,533.10,613.78,633.71,467.07,641.12,516.31,413.54,363.57,540.09,601.31,539.23,851.64,458.71,539.66,898.40,748.90,323.54,690.81,1021.16,1054.10,670.81,557.34,618.94,696.73,564.40,577.89,658.68,628.11,617.47,602.39,805.38,617.85,453.85,641.94,326.94,790.55,599.52,487.79,558.47,566.94,683.44,718.89,589.49,453.17,494.79,566.09,735.71,395.49,437.37,369.02,666.95,538.79,634.05,814.45,710.85,532.70,614.57,371.09,756.12,410.27,780.93,358.59,955.78,657.91,499.61,533.13,549.96,534.23,394.83,509.39,693.34,679.75,494.33,636.64,590.92,472.54,529.85,577.12,376.08,692.16,570.41,558.84,599.80,619.98
1967,458.53,966.85,428.62,470.58,381.02,581.51,553.93,285.32,453.59,470.32,559.49,546.94,787.53,471.23,410.93,348.03,479.67,693.70,404.73,1047.01,454.24,524.45,1051.32,763.39,358.13,565.63,844.34,1184.29,588.83,477.38,633.29,616.22,465.95,562.87,564.35,577.70,500.53,588.19,811.86,505.66,368.85,502.73,372.91,681.46,493.99,388.38,513.01,502.38,540.88,557.27,504.98,497.04,470.30,509.17,691.91,335.89,356.08,338.41,538.44,538.75,582.17,705.31,660.83,497.53,490.61,308.49,837.26,509.79,652.70,487.62,1119.45,616.50,550.42,477.66,477.34,516.65,389.19,426.16,545.56,629.30,398.83,636.40,561.05,516.36,505.83,508.55,417.77,611.66,459.15,429.67,557.55,637.59
1968,462.17,821.62,378.15,482.00,477.15,515.99,590.66,219.07,513.21,541.37,508.25,447.29,621.44,485.95,394.20,328.37,535.36,535.85,464.25,863.62,386.51,638.75,937.49,607.78,269.03,545.93,878.18,1035.07,613.92,539.07,567.82,608.47,527.82,682.81,571.44,659.23,492.20,722.52,651.33,532.21,390.83,573.83,271.56,662.58,571.40,409.64,578.89,568.66,588.26,612.24,488.24,385.72,429.04,596.16,649.66,408.64,410.34,389.21,578.78,566.54,618.99,918.60,614.81,419.99,561.21,312.63,709.50,494.50,623.03,424.80,1010.66,545.71,444.70,499.40,535.64,558.74,371.87,514.25,576.74,577.72,425.06,541.75,616.01,538.28,454.44,612.00,390.02,658.78,517.49,472.71,624.10,580.57
1969,445.28,689.29,424.44,534.77,508.54,547.59,517.50,249.83,534.87,497.98,664.41,443.79,585.55,525.67,406.81,299.28,505.18,564.20,428.56,791.41,384.90,564.75,829.55,569.25,277.15,641.88,939.53,885.90,546.14,528.48,688.96,615.15,529.85,556.98,514.16,581.81,531.88,597.70,598.47,552.50,461.90,562.02,310.94,657.16,490.13,344.48,513.55,600.24,549.88,561.00,415.83,370.51,364.60,563.42,625.88,431.62,454.01,403.19,599.99,602.41,607.76,699.75,551.90,437.93,498.76,272.63,806.79,435.34,608.89,433.08,857.64,638.50,423.99,552.38,507.07,476.40,306.76,536.68,560.13,567.07,511.49,553.10,530.74,493.56,441.56,522.96,373.64,595.71,452.43,382.61,552.00,698.99
1970,467.19,943.72,312.44,504.12,515.72,564.72,564.65,267.85,533.89,641.57,667.79,418.64,661.21,492.33,342.41,340.42,575.79,544.00,476.45,973.86,390.51,628.95,1056.33,880.27,308.61,685.38,789.48,1138.43,587.10,541.24,642.84,668.16,523.50,602.45,533.57,617.46,488.88,609.02,792.19,546.16,461.41,729.89,282.31,660.62,604.25,333.42,599.92,568.40,651.80,700.06,472.92,433.89,392.90,592.44,617.57,458.99,496.54,428.28,728.42,594.79,610.16,692.59,629.20,498.64,568.57,322.80,796.31,513.90,673.38,516.71,1073.44,650.14,512.28,549.75,548.95,586.68,340.67,561.92,675.29,584.06,536.39,642.77,600.41,561.90,410.29,625.85,468.64,590.79,560.70,406.56,601.34,600.38
1971,464.75,814.77,375.69,428.25,426.61,522.01,599.99,222.15,538.49,473.08,635.53,508.38,595.01,505.63,385.15,274.41,508.80,508.43,460.29,827.82,441.17,606.05,867.33,532.44,272.51,647.07,765.59,953.46,569.74,473.92,672.01,538.78,606.98,670.33,608.88,691.18,391.55,627.84,656.75,586.20,468.21,560.79,297.56,624.27,476.04,260.59,608.90,455.86,624.36,663.03,548.57,383.45,438.69,574.48,583.13,398.35,438.30,400.23,598.59,431.42,678.98,984.61,551.64,392.33,523.20,297.06,806.63,491.41,606.53,351.51,962.73,641.05,411.93,600.00,412.05,587.75,367.03,525.32,615.41,588.52,527.07,486.51,646.07,471.73,503.68,597.10,307.47,590.77,400.95,502.02,563.09,765.47
1972,453.46,904.92,254.61,517.14,571.88,713.79,517.76,132.08,413.08,490.18,468.76,373.55,545.80,384.51,304.27,328.68,402.04,500.76,437.92,787.54,416.35,413.80,890.82,779.75,191.38,473.57,877.80,1032.34,516.95,640.01,795.82,719.15,555.07,499.61,546.52,584.22,500.59,474.90,698.88,587.75,369.76,494.97,243.43,533.74,432.76,418.21,423.27,403.19,444.17,466.42,497.29,380.52,436.35,432.83,469.50,495.73,425.44,287.51,484.99,392.24,593.99,955.39,523.18,367.50,403.79,279.08,962.48,405.02,524.18,297.89,941.56,493.74,447.97,510.60,391.91,439.87,313.62,598.67,467.90,434.58,464.48,571.50,492.72,406.44,407.08,407.25,238.52,464.07,429.09,442.59,385.29,761.15
1973,467.27,924.35,389.27,467.70,414.19,504.78,572.85,280.87,547.47,659.44,674.41,553.18,685.86,489.04,429.22,334.10,578.84,634.26,445.59,886.60,430.91,629.94,967.96,698.14,366.20,718.61,838.02,1158.92,529.86,472.90,583.02,496.27,561.81,604.29,581.65,612.73,482.94,635.73,770.10,500.52,409.66,711.42,350.65,651.05,636.30,315.06,573.06,619.41,698.53,724.88,458.65,568.03,427.97,616.34,634.59,383.73,439.01,477.49,719.59,649.99,614.59,690.91,600.30,591.40,641.85,320.67,712.08,590.91,638.16,552.82,971.36,661.89,556.01,497.16,612.92,567.93,354.59,529.88,717.97,614.12,480.79,496.69,567.17,628.00,490.72,642.45,496.01,604.31,606.26,455.70,605.82,650.66
1974,440.78,745.27,352.91,349.82,373.55,534.66,525.16,233.37,390.40,503.95,556.70,432.36,591.36,384.04,381.99,243.33,495.58,558.60,511.19,796.94,431.87,593.40,803.14,855.23,268.57,585.08,792.09,879.70,632.41,494.83,583.80,547.93,509.88,552.34,509.48,518.56,409.05,611.74,625.96,561.36,339.21,533.45,292.03,702.08,519.35,303.11,534.25,487.56,581.14,603.57,556.21,391.68,406.68,581.63,618.00,388.07,373.87,320.09,557.21,479.00,483.06,970.90,584.60,459.95,554.04,322.02,714.15,436.20,723.16,412.71,880.76,572.23,398.38,409.51,505.03,449.57,320.65,543.98,592.76,551.73,398.07,489.23,439.49,455.73,457.76,572.16,385.25,577.29,503.85,394.94,535.08,594.88
1975,457.00,1001.84,353.93,421.60,448.58,592.31,612.07,172.41,327.90,388.67,408.25,455.49,521.49,278.64,386.91,278.38,398.30,449.38,529.35,766.54,423.93,464.30,940.25,511.42,221.37,460.88,754.88,1118.76,531.74,489.10,695.90,586.81,626.96,510.99,640.96,583.13,458.59,503.61,753.05,594.66,270.54,411.91,259.14,613.39,450.68,400.48,425.93,388.90,514.76,550.15,608.68,384.69,506.00,422.33,568.41,396.95,403.22,265.80,429.39,387.30,520.65,602.76,526.35,353.24,440.77,323.65,675.42,348.80,584.81,304.37,970.61,486.90,437.37,417.61,410.01,398.47,321.22,551.70,468.12,524.16,411.75,504.66,450.82,374.69,443.06,467.89,238.99,567.28,388.13,515.67,505.76,533.26
1976,425.19,814.47,295.58,533.01,468.51,549.25,586.02,223.38,448.70,559.64,503.48,394.96,562.06,410.77,375.30,233.98,614.56,506.58,419.04,797.24,396.31,590.48,881.90,543.34,269.80,619.75,817.43,1049.57,549.59,503.46,578.80,563.45,454.57,606.17,526.48,560.60,373.08,599.29,682.25,480.29,354.04,542.33,242.58,595.31,560.10,275.59,621.45,645.92,672.94,693.08,444.97,427.76,382.40,630.19,619.34,395.36,382.87,362.93,562.74,648.22,514.07,685.60,545.70,507.87,632.91,288.29,738.97,506.64,555.49,486.98,941.74,574.06,425.72,420.15,595.29,555.91,315.82,464.14,640.44,626.63,424.89,571.37,556.88,589.91,364.84,619.56,429.19,600.06,585.15,380.44,578.30,542.35
1977,479.16,964.51,352.68,468.05,479.94,566.13,638.01,268.16,521.37,673.49,626.79,405.02,697.20,486.56,427.13,325.09,604.27,615.55,467.70,948.63,428.02,677.76,1014.26,704.10,331.83,679.24,877.78,1181.84,607.24,489.70,672.81,583.02,505.10,601.08,574.44,588.32,549.55,653.47,810.25,553.15,419.76,684.36,310.48,716.01,607.59,442.39,602.23,613.06,713.17,750.84,552.10,531.87,386.77,656.61,686.81,399.93,450.46,395.93,672.43,598.62,565.82,666.39,641.29,640.38,647.50,347.40,709.12,573.14,683.97,525.32,1050.17,663.59,550.29,463.82,569.11,568.19,318.41,539.43,690.49,682.50,493.79,492.82,535.95,603.50,339.49,674.52,498.90,665.76,600.63,399.70,648.37,574.17
1978,471.33,830.98,321.38,416.74,442.24,551.16,580.64,291.29,541.97,626.00,567.77,414.36,701.60,484.11,382.48,324.97,704.90,592.46,469.23,987.42,412.99,733.63,974.67,798.78,339.12,623.36,871.68,1039.27,543.04,552.63,648.21,599.97,619.22,742.26,538.42,755.26,529.55,794.63,689.13,553.62,386.80,672.91,302.19,666.41,640.58,384.71,736.14,650.07,671.38,702.53,489.35,466.06,306.87,735.74,689.54,413.29,410.42,413.81,663.80,609.23,776.71,676.75,732.76,490.41,659.27,309.64,734.58,594.48,636.47,489.08,1118.43,626.69,483.67,644.93,590.53,690.41,276.28,535.27,674.81,649.08,488.12,475.64,692.60,632.09,428.74,696.21,402.28,731.22,540.93,461.42,679.53,575.98
1979,467.92,815.28,373.23,464.46,505.97,547.64,570.52,250.42,455.66,573.51,599.98,397.90,608.18,442.75,383.94,350.58,562.65,554.26,449.35,848.37,405.67,615.78,866.16,712.90,299.59,642.19,879.80,947.55,582.71,619.38,652.67,723.30,630.00,567.22,596.42,629.24,530.61,568.04,652.08,618.21,433.25,677.74,324.24,625.49,603.25,394.93,572.60,598.60,630.64,663.86,488.38,431.63,406.62,616.21,581.81,488.58,550.20,380.32,686.58,586.08,654.69,712.32,595.74,423.15,615.05,289.16,751.65,513.60,632.88,426.51,945.42,598.76,440.76,566.08,578.93,536.97,279.15,622.03,675.56,568.09,574.67,535.38,545.46,536.71,376.27,615.74,379.59,547.23,493.57,470.45,567.56,554.42
1980,451.82,972.59,421.23,461.50,387.73,530.27,501.42,238.05,503.68,708.75,689.73,468.46,616.87,467.73,385.56,250.19,627.35,559.85,446.19,830.11,460.96,742.68,937.50,869.51,289.27,690.05,836.46,1129.72,464.93,474.38,599.95,643.07,515.13,664.22,545.96,652.31,463.06,709.31,808.90,570.56,385.59,767.06,307.73,650.38,719.82,326.57,658.93,652.23,742.63,803.72,432.88,489.67,365.24,717.74,661.99,370.29,401.06,389.23,746.15,645.32,610.29,789.37,632.72,574.40,718.71,272.50,782.23,544.28,678.51,521.22,950.85,690.87,499.41,508.38,673.22,546.34,340.54,471.07,722.49,705.15,435.01,552.86,544.34,578.47,445.73,744.45,439.77,611.72,633.36,444.99,691.02,631.51
1981,461.33,917.89,324.32,432.62,395.16,576.42,652.15,267.00,439.21,670.49,649.74,428.71,658.59,421.39,405.10,326.23,478.68,617.87,422.82,853.83,425.19,546.56,949.34,872.50,306.74,691.14,837.68,1113.82,768.26,444.85,761.65,526.50,499.02,539.41,573.38,547.73,449.95,562.71,761.64,494.07,321.76,723.28,325.85,805.98,646.22,347.22,491.94,500.94,680.58,721.14,635.07,436.49,485.83,506.32,720.73,317.59,334.07,376.30,715.86,527.44,515.96,943.02,686.19,518.16,590.52,304.43,933.47,475.79,828.33,468.93,970.76,664.02,485.25,438.81,581.58,477.40,331.51,440.26,696.44,694.45,393.76,496.42,472.84,486.33,380.35,568.37,430.12,637.93,619.60,396.32,616.52,831.46
1982,473.77,768.49,346.84,441.50,433.29,722.98,593.83,240.17,465.17,565.37,561.01,463.14,711.14,465.53,439.19,288.73,556.73,636.80,480.75,960.15,456.33,625.49,953.90,522.97,276.00,614.87,858.53,1091.13,572.51,508.48,663.99,610.43,538.43,624.04,667.87,644.62,533.61,647.82,624.86,605.91,407.75,644.57,314.90,662.13,611.20,369.97,588.62,530.82,653.26,695.79,547.45,433.31,495.98,580.59,626.33,397.67,427.23,406.99,656.57,554.08,584.93,650.06,583.08,476.85,565.82,306.74,785.88,500.94,615.06,465.11,1078.76,582.89,479.41,497.13,544.22,539.22,304.00,496.04,648.57,599.70,444.25,526.91,528.89,534.83,448.86,598.79,383.59,624.54,526.01,483.96,627.90,597.10
1983,473.97,879.12,477.48,506.27,444.53,631.26,696.43,262.42,581.33,469.56,547.14,550.18,576.86,519.68,492.73,251.70,569.85,560.94,442.96,785.70,448.75,681.54,948.20,710.08,300.06,618.34,744.61,1062.19,711.85,522.58,574.85,624.96,601.77,739.96,703.26,783.72,355.84,728.49,694.04,556.50,453.70,529.02,284.30,806.38,500.95,270.25,647.16,522.22,643.35,677.42,592.16,414.96,447.79,614.72,740.53,427.13,475.84,456.87,562.98,512.21,724.86,826.24,633.55,434.02,510.68,293.37,697.85,567.94,761.10,450.29,979.60,589.26,450.94,620.51,473.59,620.45,317.26,546.81,582.55,668.93,522.63,546.08,649.41,545.53,520.39,627.63,391.52,745.65,436.86,451.35,718.88,743.57
1984,452.86,774.28,486.23,586.47,501.36,625.70,583.76,170.81,515.87,431.22,576.98,504.39,634.57,464.12,512.48,322.22,489.96,550.77,365.07,817.73,385.81,590.58,908.73,659.74,239.25,588.18,906.67,1019.71,584.67,609.93,656.04,728.05,473.90,635.71,541.07,675.37,538.91,612.32,623.49,518.79,387.94,494.21,297.91,643.91,441.75,431.44,554.16,444.16,592.77,617.13,503.00,404.28,375.19,552.89,616.76,480.96,438.18,362.81,528.45,397.60,686.28,798.77,578.69,376.84,503.92,288.87,683.72,481.06,634.32,330.21,918.13,612.22,481.95,541.73,408.06,523.29,305.39,532.44,537.28,595.66,409.36,627.62,646.26,441.56,461.47,568.20,255.42,601.97,366.97,406.98,569.09,719.16
1985,457.70,868.33,472.37,445.52,493.85,608.22,547.23,270.44,562.29,597.06,693.13,509.12,563.86,476.33,419.94,301.09,595.07,510.69,402.46,757.75,396.30,674.06,880.92,748.16,330.51,725.14,658.86,1054.30,537.25,589.52,622.44,675.05,511.89,710.66,540.71,666.35,403.21,712.51,712.35,562.11,393.44,644.87,300.89,664.07,626.29,370.35,648.39,593.01,738.48,773.12,444.97,467.84,317.95,633.81,678.63,499.33,467.75,413.55,686.98,625.77,631.41,686.37,716.82,507.40,666.21,295.45,772.02,587.80,659.32,529.68,906.27,746.29,480.62,499.57,606.70,636.21,302.44,534.19,720.28,685.46,445.04,654.86,638.68,613.58,469.46,700.91,433.56,633.12,589.55,402.58,648.19,728.80
1986,436.99,685.67,296.22,427.36,409.88,425.86,538.48,175.83,561.94,518.51,576.67,385.32,440.38,512.36,286.77,313.98,479.68,390.17,472.13,642.26,359.18,610.59,734.68,734.88,207.27,641.26,804.85,808.93,555.88,473.94,548.81,546.25,605.61,626.15,580.74,657.80,436.37,662.65,587.66,570.79,443.14,572.06,204.73,681.18,490.70,400.74,552.92,430.98,648.59,694.78,459.25,327.32,373.45,526.55,696.69,448.33,479.62,399.34,595.78,428.06,658.64,650.32,677.73,369.10,496.68,248.68,607.63,548.44,673.40,414.44,797.50,629.80,330.35,594.37,411.85,563.16,348.75,534.10,604.97,653.40,521.97,596.10,582.75,491.20,377.03,588.19,297.06,637.59,418.93,480.34,640.77,462.20
1987,447.27,1040.51,386.89,559.21,520.78,583.50,532.86,283.96,545.03,519.88,576.27,403.61,601.06,539.00,379.97,274.65,503.44,524.02,364.64,877.97,422.41,537.74,1058.52,748.22,353.98,602.85,776.96,1235.50,583.72,649.35,644.94,725.39,474.41,606.85,537.52,594.77,427.10,577.82,857.44,572.18,456.60,540.75,296.49,705.99,530.93,341.66,523.78,507.17,590.11,622.18,446.01,562.65,366.89,517.97,713.91,472.61,474.32,436.09,562.62,518.75,589.79,804.42,738.41,555.42,510.16,271.35,756.77,590.13,709.49,483.31,1078.61,664.24,558.03,529.70,496.35,566.69,304.30,527.20,558.69,678.57,482.16,613.79,576.69,567.48,451.99,533.88,427.05,613.34,502.06,382.77,611.66,791.04
1988,457.28,1160.43,546.15,475.16,385.21,544.05,567.72,272.76,490.42,610.69,616.44,545.78,702.78,404.13,536.79,233.66,466.84,623.91,517.87,1005.40,483.01,548.17,1032.14,659.32,343.06,635.85,723.21,1201.14,630.26,507.90,556.30,591.99,444.18,565.09,515.20,588.11,342.02,577.29,917.22,590.22,345.54,677.60,336.70,696.74,597.44,283.52,505.34,463.87,583.53,618.92,486.54,506.36,389.66,510.75,651.77,310.55,317.55,374.80,694.43,476.78,560.62,602.65,667.69,536.63,505.35,337.34,703.77,527.67,648.64,426.30,1159.85,637.28,540.63,437.83,513.06,517.65,401.00,442.50,613.94,629.48,381.88,495.31,551.89,492.49,480.70,522.29,439.21,627.15,542.67,441.93,580.78,585.98
